Origin,Origin City,Origin Country,Origin IATA,Destination,Flight Distance (km),Flight Time (min),Airlines
ASB,Ashgabat,Turkmenistan,ASB,JED,2581,245,Turkmenistan Airlines
ASB,Ashgabat,Turkmenistan,ASB,BKK,4966,370,Turkmenistan Airlines
ASB,Ashgabat,Turkmenistan,ASB,SGN,5661,500,Turkmenistan Airlines
ASB,Ashgabat,Turkmenistan,ASB,PEK,4954,363,Turkmenistan Airlines
ASB,Ashgabat,Turkmenistan,ASB,URC,2523,205,China Southern Airlines
ASB,Ashgabat,Turkmenistan,ASB,KUL,5886,450,Turkmenistan Airlines
ASB,Ashgabat,Turkmenistan,ASB,AUH,1544,180,Turkmenistan Airlines
ASJ,Amami O Shima,Japan,ASJ,KOJ,385,65,"JAL, Skymark Airlines, ANA"
ASJ,Amami O Shima,Japan,ASJ,KKX,24,20,"JAL, ANA"
ASJ,Amami O Shima,Japan,ASJ,TKN,104,30,"JAL, ANA"
ASJ,Amami O Shima,Japan,ASJ,FUK,575,80,JAL
ASJ,Amami O Shima,Japan,ASJ,HND,1235,125,JAL
ASJ,Amami O Shima,Japan,ASJ,ITM,890,90,JAL
ASJ,Amami O Shima,Japan,ASJ,KIX,848,93,Peach Aviation
ASJ,Amami O Shima,Japan,ASJ,NRT,1294,125,Peach Aviation
ASJ,Amami O Shima,Japan,ASJ,RNJ,200,45,"JAL, ANA"
ASR,Kayseri,Turkiye,ASR,IST,639,100,Turkish Airlines
ASR,Kayseri,Turkiye,ASR,SAW,579,90,"Pegasus, FlyViking"
ASR,Kayseri,Turkiye,ASR,AYT,462,80,"Pegasus, SunExpress"
ASR,Kayseri,Turkiye,ASR,ADB,729,100,"Pegasus, SunExpress"
ASR,Kayseri,Turkiye,ASR,ECN,438,65,Pegasus
ASR,Kayseri,Turkiye,ASR,JED,1927,255,Saudia
ATQ,Amritsar,India,ATQ,DEL,413,75,"IndiGo, Air India, Vistara"
ATQ,Amritsar,India,ATQ,BOM,1411,150,"IndiGo, Vistara, Air India"
ATQ,Amritsar,India,ATQ,HYD,1644,180,"IndiGo, Air India Express"
ATQ,Amritsar,India,ATQ,DXB,2029,210,"Air India Express, SpiceJet"
ATQ,Amritsar,India,ATQ,SXR,254,48,IndiGo
ATQ,Amritsar,India,ATQ,KUL,4269,355,"Batik Air Malaysia, AirAsia X, Malaysia Airlines"
ATQ,Amritsar,India,ATQ,SHJ,2012,200,"IndiGo, Air India Express"
ATQ,Amritsar,India,ATQ,LKO,805,95,IndiGo
ATQ,Amritsar,India,ATQ,PNQ,1456,135,IndiGo
ATQ,Amritsar,India,ATQ,BLR,2070,195,IndiGo
ATQ,Amritsar,India,ATQ,DOH,2375,235,Qatar Airways
ATQ,Amritsar,India,ATQ,AMD,981,118,IndiGo
ATQ,Amritsar,India,ATQ,SIN,4547,355,Scoot
ATQ,Amritsar,India,ATQ,KUU,219,70,Air India
ATQ,Amritsar,India,ATQ,DED,344,80,Air India
ATQ,Amritsar,India,ATQ,CCU,1680,150,IndiGo
ATQ,Amritsar,India,ATQ,SLV,225,55,Air India
ATQ,Amritsar,India,ATQ,SCO,2472,275,Neos
AUH,Abu Dhabi,United Arab Emirates,AUH,DOH,320,65,"Etihad Airways, Qatar Airways"
AUH,Abu Dhabi,United Arab Emirates,AUH,BOM,1973,190,"Air India, Etihad Airways, IndiGo, Vistara, Air India Express"
AUH,Abu Dhabi,United Arab Emirates,AUH,BAH,453,75,"Etihad Airways, Gulf Air, Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,COK,2792,240,"Etihad Airways, Air India Express, IndiGo, Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,JED,1616,180,"Etihad Airways, Saudia, Flynas"
AUH,Abu Dhabi,United Arab Emirates,AUH,MCT,381,70,"Etihad Airways, Air Arabia Abu Dhabi, Intercontinental Airways (Gambia)"
AUH,Abu Dhabi,United Arab Emirates,AUH,CMB,3298,270,"Etihad Airways, SriLankan Airlines, Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,KWI,850,110,"Etihad Airways, Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,MAA,2967,255,"Etihad Airways, Air Arabia Abu Dhabi, IndiGo"
AUH,Abu Dhabi,United Arab Emirates,AUH,RUH,805,120,"Etihad Airways, Saudia"
AUH,Abu Dhabi,United Arab Emirates,AUH,DEL,2281,215,"Etihad Airways, IndiGo"
AUH,Abu Dhabi,United Arab Emirates,AUH,TRV,2953,255,"Etihad Airways, Air India Express, Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,CCJ,2688,240,"Etihad Airways, Air India Express, Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,AMD,1837,175,"Etihad Airways, Air Arabia Abu Dhabi, IndiGo"
AUH,Abu Dhabi,United Arab Emirates,AUH,AMM,2000,195,"Etihad Airways, Royal Jordanian, Intercontinental Airways (Gambia), Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,BLR,2724,255,"Etihad Airways, Air India Express, IndiGo"
AUH,Abu Dhabi,United Arab Emirates,AUH,DMM,537,90,"Etihad Airways, Intercontinental Airways (Gambia)"
AUH,Abu Dhabi,United Arab Emirates,AUH,ISB,2035,195,"Etihad Airways, Airblue, Pakistan International Airlines"
AUH,Abu Dhabi,United Arab Emirates,AUH,IST,3039,295,"Etihad Airways, Turkish Airlines"
AUH,Abu Dhabi,United Arab Emirates,AUH,HYD,2596,215,"Etihad Airways, IndiGo"
AUH,Abu Dhabi,United Arab Emirates,AUH,BEY,2129,250,"Etihad Airways, Middle East Airlines, Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,MLE,3018,253,"Etihad Airways, Intercontinental Airways (Gambia)"
AUH,Abu Dhabi,United Arab Emirates,AUH,BKK,4972,360,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,GYD,1829,190,"Intercontinental Airways (Gambia), Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,LHE,2092,200,"Etihad Airways, Airblue, Pakistan International Airlines"
AUH,Abu Dhabi,United Arab Emirates,AUH,CNN,2603,240,"Air India Express, IndiGo"
AUH,Abu Dhabi,United Arab Emirates,AUH,MED,1514,178,"Intercontinental Airways (Gambia), Flynas"
AUH,Abu Dhabi,United Arab Emirates,AUH,TLV,2110,210,"Intercontinental Airways (Gambia), Etihad Airways"
AUH,Abu Dhabi,United Arab Emirates,AUH,KUL,5590,415,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,MNL,6993,550,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,HKT,4976,405,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,IXE,2478,225,"Air India Express, IndiGo"
AUH,Abu Dhabi,United Arab Emirates,AUH,KHI,1268,140,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,EVN,1989,210,Intercontinental Airways (Gambia)
AUH,Abu Dhabi,United Arab Emirates,AUH,CCU,3448,295,"Etihad Airways, Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,DAC,3625,285,"Biman Bangladesh Airlines, Air Arabia Abu Dhabi, US-Bangla Airlines"
AUH,Abu Dhabi,United Arab Emirates,AUH,ICN,6849,505,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,CGK,6572,515,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,SAW,2978,290,"Pegasus, Air Arabia Abu Dhabi"
AUH,Abu Dhabi,United Arab Emirates,AUH,LKO,2643,220,IndiGo
AUH,Abu Dhabi,United Arab Emirates,AUH,NRT,8103,605,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,SIN,5885,460,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,TRZ,2959,260,"Air India Express, IndiGo"
AUH,Abu Dhabi,United Arab Emirates,AUH,ALA,2930,270,"Intercontinental Airways (Gambia), Air Astana"
AUH,Abu Dhabi,United Arab Emirates,AUH,KUT,2265,230,Intercontinental Airways (Gambia)
AUH,Abu Dhabi,United Arab Emirates,AUH,TAS,2308,210,"Air Arabia Abu Dhabi, Intercontinental Airways (Gambia)"
AUH,Abu Dhabi,United Arab Emirates,AUH,SPX,2429,270,Intercontinental Airways (Gambia)
AUH,Abu Dhabi,United Arab Emirates,AUH,PEW,1949,190,Pakistan International Airlines
AUH,Abu Dhabi,United Arab Emirates,AUH,LCA,2335,255,Intercontinental Airways (Gambia)
AUH,Abu Dhabi,United Arab Emirates,AUH,CGP,3797,290,"Biman Bangladesh Airlines, Air Arabia Abu Dhabi, US-Bangla Airlines"
AUH,Abu Dhabi,United Arab Emirates,AUH,IXC,2289,215,IndiGo
AUH,Abu Dhabi,United Arab Emirates,AUH,PVG,6562,530,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,TBS,2112,210,Air Arabia Abu Dhabi
AUH,Abu Dhabi,United Arab Emirates,AUH,PKX,5954,455,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,FRU,2750,248,Intercontinental Airways (Gambia)
AUH,Abu Dhabi,United Arab Emirates,AUH,KIX,7698,570,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,KBL,1801,180,Kam Air
AUH,Abu Dhabi,United Arab Emirates,AUH,NQZ,3285,290,"Intercontinental Airways (Gambia), Air Astana"
AUH,Abu Dhabi,United Arab Emirates,AUH,DPS,7522,550,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,DAM,2024,188,Syrian Air
AUH,Abu Dhabi,United Arab Emirates,AUH,ELQ,1114,130,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,SKD,2051,195,Intercontinental Airways (Gambia)
AUH,Abu Dhabi,United Arab Emirates,AUH,JAI,2138,185,Etihad Airways
AUH,Abu Dhabi,United Arab Emirates,AUH,KTM,3086,253,Air Arabia Abu Dhabi
AUH,Abu Dhabi,United Arab Emirates,AUH,SLL,819,110,Air Arabia Abu Dhabi
AUH,Abu Dhabi,United Arab Emirates,AUH,AQJ,2027,210,Intercontinental Airways (Gambia)
AUH,Abu Dhabi,United Arab Emirates,AUH,CJB,2792,248,IndiGo
AUH,Abu Dhabi,United Arab Emirates,AUH,HSA,2450,240,Intercontinental Airways (Gambia)
AUH,Abu Dhabi,United Arab Emirates,AUH,IKA,1262,140,Air Arabia Abu Dhabi
AUH,Abu Dhabi,United Arab Emirates,AUH,SKT,2125,203,Pakistan International Airlines
AUH,Abu Dhabi,United Arab Emirates,AUH,ADB,3016,305,SunExpress
AUH,Abu Dhabi,United Arab Emirates,AUH,LYP,1959,178,Air Arabia Abu Dhabi
AUH,Abu Dhabi,United Arab Emirates,AUH,MUX,1776,175,Air Arabia Abu Dhabi
AUH,Abu Dhabi,United Arab Emirates,AUH,HAK,5740,465,Hainan Airlines
AUH,Abu Dhabi,United Arab Emirates,AUH,AYT,2659,285,"SunExpress, Etihad Airways"
AUH,Abu Dhabi,United Arab Emirates,AUH,BGW,1409,150,Air Arabia Abu Dhabi
AUH,Abu Dhabi,United Arab Emirates,AUH,EBL,1661,185,Intercontinental Airways (Gambia)
AUH,Abu Dhabi,United Arab Emirates,AUH,ZYL,3755,295,Biman Bangladesh Airlines
AUH,Abu Dhabi,United Arab Emirates,AUH,ASB,1544,160,Turkmenistan Airlines
AVA,An Shun,China,AVA,LJG,562,100,Qingdao Airlines
AVA,An Shun,China,AVA,NKG,1402,135,Qingdao Airlines
AVA,An Shun,China,AVA,XIY,948,120,Tianjin Airlines
AVA,An Shun,China,AVA,LLB,227,50,Tianjin Airlines
AVA,An Shun,China,AVA,PKX,1766,180,China United Airlines
AVA,An Shun,China,AVA,DYG,550,70,9 Air Co
AWZ,Ahwaz,Iran,AWZ,THR,538,65,"Iran Aseman Airlines, Iran Air, Qeshm Air"
AWZ,Ahwaz,Iran,AWZ,MHD,1144,115,"Iran Aseman Airlines, Iran Airtour, Qeshm Air, AIS Airlines"
AWZ,Ahwaz,Iran,AWZ,DXB,935,110,Iran Air
AWZ,Ahwaz,Iran,AWZ,JED,1435,90,
AWZ,Ahwaz,Iran,AWZ,IFN,333,55,Iran Aseman Airlines
AWZ,Ahwaz,Iran,AWZ,SYZ,419,70,Mahan Air
AXF,Alxa Left Banner,China,AXF,HET,575,85,"Gestair, Genghis Khan Airlines"
AXF,Alxa Left Banner,China,AXF,BAV,421,60,Gestair
AXJ,Amakusa,Japan,AXJ,FUK,125,40,"Amakusa Airlines, ANA"
AXJ,Amakusa,Japan,AXJ,KMJ,76,20,"Amakusa Airlines, ANA"
AXT,Akita,Japan,AXT,HND,452,70,"JAL, ANA"
AXT,Akita,Japan,AXT,ITM,682,90,"JAL, ANA"
AXT,Akita,Japan,AXT,CTS,373,63,"JAL, ANA"
AXT,Akita,Japan,AXT,NGO,608,85,ANA
AXT,Akita,Japan,AXT,OKD,400,65,JAL
AXT,Akita,Japan,AXT,TPE,2397,238,Tigerair Taiwan
AYT,Antalya,Turkiye,AYT,IST,515,95,Turkish Airlines
AYT,Antalya,Turkiye,AYT,SAW,463,80,"Pegasus, FlyViking"
AYT,Antalya,Turkiye,AYT,ESB,404,70,"Pegasus, FlyViking"
AYT,Antalya,Turkiye,AYT,ECN,310,60,"Pegasus, Turkish Airlines, SunExpress"
AYT,Antalya,Turkiye,AYT,ADB,357,70,"SunExpress, TUIfly Netherlands"
AYT,Antalya,Turkiye,AYT,DIY,839,100,SunExpress
AYT,Antalya,Turkiye,AYT,ASR,462,75,"Pegasus, SunExpress"
AYT,Antalya,Turkiye,AYT,GZT,594,80,SunExpress
AYT,Antalya,Turkiye,AYT,NQZ,3562,290,"Air Astana, LATAM Airlines Argentina, Pegasus"
AYT,Antalya,Turkiye,AYT,ALA,3953,310,"Air Astana, Pegasus"
AYT,Antalya,Turkiye,AYT,TBS,1329,130,"Pegasus, SunExpress"
AYT,Antalya,Turkiye,AYT,BGW,1288,149,"Iraqi Airways, Hex'Air"
AYT,Antalya,Turkiye,AYT,VAN,1118,110,SunExpress
AYT,Antalya,Turkiye,AYT,BEY,545,75,"Pegasus, SunExpress, FlyViking"
AYT,Antalya,Turkiye,AYT,AMM,746,90,"Pegasus, Royal Jordanian"
AYT,Antalya,Turkiye,AYT,SZF,693,95,SunExpress
AYT,Antalya,Turkiye,AYT,FRU,3748,295,Pegasus
AYT,Antalya,Turkiye,AYT,DOH,2359,235,Qatar Airways
AYT,Antalya,Turkiye,AYT,DXB,2664,260,"SunExpress, Pegasus"
AYT,Antalya,Turkiye,AYT,TZX,900,105,"Pegasus, SunExpress"
AYT,Antalya,Turkiye,AYT,GYD,1717,170,"AZAL Azerbaijan Airlines, FlyViking"
AYT,Antalya,Turkiye,AYT,CIT,3346,268,"Air Astana, Pegasus"
AYT,Antalya,Turkiye,AYT,EBL,1179,138,"Pegasus, Hex'Air, Iraqi Airways"
AYT,Antalya,Turkiye,AYT,KSN,3109,290,Air Astana
AYT,Antalya,Turkiye,AYT,KWI,1810,200,"SunExpress, Kuwait Airways"
AYT,Antalya,Turkiye,AYT,GUW,2068,190,Air Astana
AYT,Antalya,Turkiye,AYT,DLM,180,70,TUIfly Netherlands
AYT,Antalya,Turkiye,AYT,URA,2281,245,Air Astana
AYT,Antalya,Turkiye,AYT,AUH,2659,255,"SunExpress, Etihad Airways"
AYT,Antalya,Turkiye,AYT,YEI,388,65,SunExpress
AYT,Antalya,Turkiye,AYT,SPX,753,110,Pegasus
AYT,Antalya,Turkiye,AYT,ERZ,967,100,SunExpress
AZD,Yazd,Iran,AZD,THR,501,70,"Iran Aseman Airlines, Iran Air"
AZD,Yazd,Iran,AZD,MHD,689,90,"Iran Aseman Airlines, AIS Airlines"
AZH,Azamgarh,India,AZH,LKO,232,70,
BAH,Bahrain,Bahrain,BAH,DXB,488,80,"Emirates, flydubai, Gulf Air"
BAH,Bahrain,Bahrain,BAH,DOH,149,55,"Gulf Air, Qatar Airways"
BAH,Bahrain,Bahrain,BAH,AUH,453,70,"Etihad Airways, Gulf Air, Air Arabia Abu Dhabi"
BAH,Bahrain,Bahrain,BAH,RUH,419,80,"Gulf Air, Saudia, Lufthansa, Flynas"
BAH,Bahrain,Bahrain,BAH,KWI,420,65,"Gulf Air, Jazeera Airways, Kuwait Airways"
BAH,Bahrain,Bahrain,BAH,JED,1273,150,"Gulf Air, Saudia, Flynas"
BAH,Bahrain,Bahrain,BAH,MCT,827,90,"Gulf Air, Oman Air, Salam Air"
BAH,Bahrain,Bahrain,BAH,DMM,85,35,Gulf Air
BAH,Bahrain,Bahrain,BAH,BOM,2415,220,"Gulf Air, IndiGo"
BAH,Bahrain,Bahrain,BAH,DEL,2624,240,"Gulf Air, Air India Express"
BAH,Bahrain,Bahrain,BAH,IST,2608,260,"Gulf Air, Turkish Airlines"
BAH,Bahrain,Bahrain,BAH,SHJ,501,70,Air Arabia
BAH,Bahrain,Bahrain,BAH,COK,3245,280,"Gulf Air, Air India Express, IndiGo"
BAH,Bahrain,Bahrain,BAH,NJF,876,95,"Gulf Air, Iraqi Airways"
BAH,Bahrain,Bahrain,BAH,AMM,1547,160,"Gulf Air, Royal Jordanian"
BAH,Bahrain,Bahrain,BAH,CCJ,3141,270,"Air India Express, Gulf Air"
BAH,Bahrain,Bahrain,BAH,KHI,1667,165,Gulf Air
BAH,Bahrain,Bahrain,BAH,MAA,3417,280,Gulf Air
BAH,Bahrain,Bahrain,BAH,MED,1115,140,"Gulf Air, Flynas"
BAH,Bahrain,Bahrain,BAH,DAC,4007,315,Gulf Air
BAH,Bahrain,Bahrain,BAH,HYD,3037,265,Gulf Air
BAH,Bahrain,Bahrain,BAH,TRV,3404,290,"Gulf Air, Air India Express"
BAH,Bahrain,Bahrain,BAH,ISB,2284,210,"Gulf Air, Pakistan International Airlines, Air Arabia Jordan"
BAH,Bahrain,Bahrain,BAH,BKK,5393,430,Gulf Air
BAH,Bahrain,Bahrain,BAH,MNL,7380,550,Gulf Air
BAH,Bahrain,Bahrain,BAH,BLR,3175,300,Gulf Air
BAH,Bahrain,Bahrain,BAH,MLE,3453,300,Gulf Air
BAH,Bahrain,Bahrain,BAH,MUX,2083,195,Gulf Air
BAH,Bahrain,Bahrain,BAH,SAW,2547,245,"Pegasus, Turkish Airlines, FlyViking"
BAH,Bahrain,Bahrain,BAH,ELQ,684,90,Gulf Air
BAH,Bahrain,Bahrain,BAH,LHE,2385,190,"Gulf Air, Pakistan International Airlines"
BAH,Bahrain,Bahrain,BAH,SKT,2400,215,Gulf Air
BAH,Bahrain,Bahrain,BAH,BGW,990,120,"Gulf Air, Iraqi Airways"
BAH,Bahrain,Bahrain,BAH,PEW,2182,200,Gulf Air
BAH,Bahrain,Bahrain,BAH,GOI,2693,220,Gulf Air
BAH,Bahrain,Bahrain,BAH,PVG,6855,528,Gulf Air
BAH,Bahrain,Bahrain,BAH,LCA,1886,218,Gulf Air
BAH,Bahrain,Bahrain,BAH,LYP,2250,205,Gulf Air
BAH,Bahrain,Bahrain,BAH,GYD,1575,225,"Gulf Air, AZAL Azerbaijan Airlines"
BAH,Bahrain,Bahrain,BAH,SIN,6332,463,Gulf Air
BAH,Bahrain,Bahrain,BAH,CAN,6280,458,Gulf Air
BAH,Bahrain,Bahrain,BAH,TZX,1914,195,"SunExpress, Pegasus"
BAH,Bahrain,Bahrain,BAH,SLL,1082,135,Salam Air
BAH,Bahrain,Bahrain,BAH,BJV,2482,240,Gulf Air
BAH,Bahrain,Bahrain,BAH,CNN,3056,265,Air India Express
BAH,Bahrain,Bahrain,BAH,IXE,2931,255,Air India Express
BAL,Batman,Turkiye,BAL,IST,1122,135,Turkish Airlines
BAL,Batman,Turkiye,BAL,ESB,741,100,FlyViking
BAL,Batman,Turkiye,BAL,SAW,1065,125,"Pegasus, FlyViking"
BAR,Qionghai,China,BAR,PEK,2394,240,Hainan Airlines
BAR,Qionghai,China,BAR,HFE,1566,170,China Eastern Airlines
BAR,Qionghai,China,BAR,WUH,1343,148,China Eastern Airlines
BAR,Qionghai,China,BAR,HAK,88,60,Hainan Airlines
BAR,Qionghai,China,BAR,SYX,144,60,Hainan Airlines
BAR,Qionghai,China,BAR,CAN,555,95,9 Air Co
BAR,Qionghai,China,BAR,PVG,1751,180,China Eastern Airlines
BAR,Qionghai,China,BAR,TYN,2073,180,"China Eastern Airlines, Shanghai Airlines"
BAR,Qionghai,China,BAR,TFU,1378,145,"Sichuan Airlines, Air China"
BAR,Qionghai,China,BAR,KHN,1210,135,China Eastern Airlines
BAV,Baotou,China,BAV,CGO,750,93,"China Southern Airlines, Gestair, Juneyao Airlines"
BAV,Baotou,China,BAV,XIY,688,95,"Tianjin Airlines, China Eastern Airlines, Loong Air"
BAV,Baotou,China,BAV,TYN,385,60,"Gestair, Shandong Airlines, Ruili Airlines"
BAV,Baotou,China,BAV,CIF,759,95,"Gestair, Loong Air"
BAV,Baotou,China,BAV,PEK,562,85,Air China
BAV,Baotou,China,BAV,PVG,1490,160,Shanghai Airlines
BAV,Baotou,China,BAV,HLD,1232,145,"Gestair, Tianjin Airlines"
BAV,Baotou,China,BAV,HLH,1154,123,"Chengdu Airlines, Gestair"
BAV,Baotou,China,BAV,SZX,2019,210,Shenzhen Airlines
BAV,Baotou,China,BAV,TGO,1062,113,Gestair
BAV,Baotou,China,BAV,CKG,1241,135,Gestair
BAV,Baotou,China,BAV,CSX,1403,160,Gestair
BAV,Baotou,China,BAV,LHW,715,100,Qingdao Airlines
BAV,Baotou,China,BAV,NKG,1262,135,China Eastern Airlines
BAV,Baotou,China,BAV,SHE,1138,125,Chengdu Airlines
BAV,Baotou,China,BAV,SJW,476,85,China United Airlines
BAV,Baotou,China,BAV,HGH,1484,158,Gestair
BAV,Baotou,China,BAV,TAO,995,125,Qingdao Airlines
BAV,Baotou,China,BAV,TFU,1243,150,Chengdu Airlines
BAV,Baotou,China,BAV,XIL,616,78,"Gestair, Chengdu Airlines"
BAV,Baotou,China,BAV,LFQ,518,70,Gestair
BAV,Baotou,China,BAV,KWE,1582,150,Gestair
BAV,Baotou,China,BAV,WUH,1150,120,Air China
BAV,Baotou,China,BAV,NGB,1581,150,China Eastern Airlines
BAV,Baotou,China,BAV,AXF,421,70,Gestair
BAV,Baotou,China,BAV,KMG,1836,183,Ruili Airlines
BAV,Baotou,China,BAV,TSN,649,85,Ruili Airlines
BAV,Baotou,China,BAV,ERL,362,60,Gestair
BBI,Bhubaneswar,India,BBI,DEL,1274,145,"IndiGo, Air India, Vistara, AirAsia India, Air India Express"
BBI,Bhubaneswar,India,BBI,CCU,380,70,"IndiGo, AirAsia India, Air India, Air India Express"
BBI,Bhubaneswar,India,BBI,BLR,1164,123,"IndiGo, AirAsia India, Air India Express"
BBI,Bhubaneswar,India,BBI,BOM,1363,140,"IndiGo, Air India, AirAsia India, Vistara, Air India Express"
BBI,Bhubaneswar,India,BBI,HYD,847,95,"IndiGo, Air India Express"
BBI,Bhubaneswar,India,BBI,MAA,1005,110,"IndiGo, Air India Express"
BBI,Bhubaneswar,India,BBI,PYB,369,95,Inter Iles Air
BBI,Bhubaneswar,India,BBI,IXW,285,80,Inter Iles Air
BBI,Bhubaneswar,India,BBI,RPR,437,75,IndiGo
BBI,Bhubaneswar,India,BBI,AMD,1400,145,IndiGo
BBI,Bhubaneswar,India,BBI,GAU,876,98,IndiGo
BBI,Bhubaneswar,India,BBI,PAT,596,78,IndiGo
BBI,Bhubaneswar,India,BBI,PNQ,1262,125,"AirAsia India, Air India Express"
BBI,Bhubaneswar,India,BBI,RRK,245,50,Air India
BBI,Bhubaneswar,India,BBI,IXR,343,80,IndiGo
BBI,Bhubaneswar,India,BBI,RDP,401,100,IndiGo
BBI,Bhubaneswar,India,BBI,JRG,259,60,Air India
BBI,Bhubaneswar,India,BBI,VNS,650,115,IndiGo
BBI,Bhubaneswar,India,BBI,DXB,3169,265,IndiGo
BBI,Bhubaneswar,India,BBI,IXD,710,120,IndiGo
BBI,Bhubaneswar,India,BBI,SIN,2876,260,IndiGo
BBI,Bhubaneswar,India,BBI,BKK,1747,165,IndiGo
BBI,Bhubaneswar,India,BBI,KUL,2594,230,AirAsia
BBN,Bario,Malaysia,BBN,MYY,178,50,Malaysia Airlines
BBN,Bario,Malaysia,BBN,MUR,139,40,Malaysia Airlines
BBN,Bario,Malaysia,BBN,LBP,53,25,Malaysia Airlines
BBN,Bario,Malaysia,BBN,LGL,45,25,Malaysia Airlines
BBN,Bario,Malaysia,BBN,ODN,58,25,Malaysia Airlines
BBN,Bario,Malaysia,BBN,BKM,35,20,Malaysia Airlines
BCD,Bacolod,Philippines,BCD,MNL,466,80,"Cebu Pacific Air, Philippine Airlines, Philippines AirAsia"
BCD,Bacolod,Philippines,BCD,CEB,117,50,"Cebgo, Philippine Airlines, Cebu Pacific Air"
BCD,Bacolod,Philippines,BCD,DVO,496,75,Cebu Pacific Air
BDH,Bandar Lengeh,Iran,BDH,SYZ,400,60,Iran Air
BDJ,Banjarmasin,Indonesia,BDJ,CGK,946,105,"Garuda Indonesia, Lion Air, Citilink, Apsara International"
BDJ,Banjarmasin,Indonesia,BDJ,SUB,486,70,"Lion Air, Citilink"
BDJ,Banjarmasin,Indonesia,BDJ,BPN,339,70,"Wings Air, Citilink"
BDJ,Banjarmasin,Indonesia,BDJ,SRG,623,75,"Lion Air, Citilink"
BDJ,Banjarmasin,Indonesia,BDJ,DPS,588,80,"Lion Air, Indonesia AirAsia"
BDJ,Banjarmasin,Indonesia,BDJ,YIA,717,85,Lion Air
BDJ,Banjarmasin,Indonesia,BDJ,BTW,138,40,Wings Air
BDJ,Banjarmasin,Indonesia,BDJ,UPG,562,70,Lion Air
BDJ,Banjarmasin,Indonesia,BDJ,KBU,157,40,Wings Air
BDP,Bhadrapur,Nepal,BDP,KTM,299,45,"Buddha Air, Yeti Airlines"
BDQ,Vadodara,India,BDQ,DEL,792,100,"IndiGo, Air India"
BDQ,Vadodara,India,BDQ,BOM,360,65,"IndiGo, Air India"
BDQ,Vadodara,India,BDQ,HYD,785,95,IndiGo
BDQ,Vadodara,India,BDQ,BLR,1116,125,IndiGo
BDQ,Vadodara,India,BDQ,GOX,733,85,IndiGo
BDQ,Vadodara,India,BDQ,PNQ,421,60,IndiGo
BDQ,Vadodara,India,BDQ,MAA,1269,130,IndiGo
BEJ,Berau,Indonesia,BEJ,BPN,382,75,"Wings Air, Citilink"
BEJ,Berau,Indonesia,BEJ,AAP,280,60,Wings Air
BEJ,Berau,Indonesia,BEJ,SUB,1173,115,Batik Air
BEJ,Berau,Indonesia,BEJ,CGK,1508,155,Batik Air
BEJ,Berau,Indonesia,BEJ,YIA,1381,120,Batik Air
BEK,Bareilly,India,BEK,BOM,1231,140,IndiGo
BEK,Bareilly,India,BEK,BLR,1695,175,IndiGo
BEY,Beirut,Lebanon,BEY,DXB,2142,215,"Emirates, flydubai, Middle East Airlines"
BEY,Beirut,Lebanon,BEY,IST,1017,120,"Middle East Airlines, Turkish Airlines"
BEY,Beirut,Lebanon,BEY,AMM,237,70,"Middle East Airlines, Royal Jordanian"
BEY,Beirut,Lebanon,BEY,BGW,813,90,"Iraqi Airways, Fly Baghdad, Middle East Airlines, Hex'Air"
BEY,Beirut,Lebanon,BEY,DOH,1824,240,"Middle East Airlines, Qatar Airways"
BEY,Beirut,Lebanon,BEY,KWI,1288,180,"Jazeera Airways, Kuwait Airways, Middle East Airlines"
BEY,Beirut,Lebanon,BEY,AUH,2129,220,"Etihad Airways, Middle East Airlines, Air Arabia Abu Dhabi"
