Origin,Origin Country,Destination,Destination Country,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude
HAN,Viet Nam,HIJ,Japan,21.214184,105.802827,34.436111,132.919444
HAN,Viet Nam,PKX,China,21.214184,105.802827,39.508611,116.410833
HAN,Viet Nam,MWX,Republic of Korea,21.214184,105.802827,34.991406,126.382814
HAS,Saudi Arabia,RUH,Saudi Arabia,27.438158,41.690483,24.959289,46.702876
HAS,Saudi Arabia,JED,Saudi Arabia,27.438158,41.690483,21.670232,39.150579
HAS,Saudi Arabia,DMM,Saudi Arabia,27.438158,41.690483,26.471111,49.797778
HAS,Saudi Arabia,DXB,United Arab Emirates,27.438158,41.690483,25.256557,55.366071
HAS,Saudi Arabia,SHJ,United Arab Emirates,27.438158,41.690483,25.320873,55.52029
HAS,Saudi Arabia,KWI,Kuwait,27.438158,41.690483,29.240116,47.971251
HBQ,China,XNN,China,38.008333,100.640833,36.527506,102.043002
HBX,India,BLR,India,15.359573,75.086305,13.200771,77.710228
HBX,India,DEL,India,15.359573,75.086305,28.556162,77.099958
HBX,India,HYD,India,15.359573,75.086305,17.233702,78.430427
HBX,India,BOM,India,15.359573,75.086305,19.089891,72.868047
HBX,India,PNQ,India,15.359573,75.086305,18.581389,73.920556
HBX,India,MAA,India,15.359573,75.086305,12.982267,80.163782
HCJ,China,SZX,China,24.783889,107.699722,22.639444,113.810833
HCJ,China,CAN,China,24.783889,107.699722,23.387862,113.29734
HCZ,China,HAK,China,25.75333,112.84444,19.934877,110.45896
HCZ,China,PKX,China,25.75333,112.84444,39.508611,116.410833
HCZ,China,TFU,China,25.75333,112.84444,30.314195,104.44186
HCZ,China,XIY,China,25.75333,112.84444,34.438416,108.760946
HCZ,China,JJN,China,25.75333,112.84444,24.802809,118.587293
HCZ,China,KMG,China,25.75333,112.84444,25.101944,102.929167
HCZ,China,DYG,China,25.75333,112.84444,29.10712,110.445685
HCZ,China,NGB,China,25.75333,112.84444,29.826696,121.462002
HCZ,China,FOC,China,25.75333,112.84444,25.931231,119.66923
HCZ,China,CKG,China,25.75333,112.84444,29.7192,106.641998
HCZ,China,NKG,China,25.75333,112.84444,31.735737,118.86652
HCZ,China,PVG,China,25.75333,112.84444,31.143333,121.805278
HDG,China,DLC,China,36.525833,114.425,38.96102,121.539991
HDG,China,CKG,China,36.525833,114.425,29.7192,106.641998
HDG,China,HET,China,36.525833,114.425,40.854712,111.814157
HDG,China,HGH,China,36.525833,114.425,30.236934,120.432356
HDG,China,PVG,China,36.525833,114.425,31.143333,121.805278
HDG,China,CTU,China,36.525833,114.425,30.581134,103.956799
HDG,China,XNN,China,36.525833,114.425,36.527506,102.043002
HDG,China,SYX,China,36.525833,114.425,18.305276,109.40888
HDG,China,HAK,China,36.525833,114.425,19.934877,110.45896
HDG,China,CAN,China,36.525833,114.425,23.387862,113.29734
HDG,China,HRB,China,36.525833,114.425,45.620854,126.23644
HDG,China,SHE,China,36.525833,114.425,41.634992,123.485731
HDG,China,XMN,China,36.525833,114.425,24.543064,118.134178
HDG,China,KMG,China,36.525833,114.425,25.101944,102.929167
HDG,China,DYG,China,36.525833,114.425,29.10712,110.445685
HDM,Iran,MHD,Iran,34.867146,48.537318,36.235207,59.640996
HDY,Thailand,DMK,Thailand,6.936764,100.393566,13.9125,100.606667
HDY,Thailand,BKK,Thailand,6.936764,100.393566,13.693062,100.752044
HDY,Thailand,KUL,Malaysia,6.936764,100.393566,2.744344,101.717259
HDY,Thailand,SIN,Singapore,6.936764,100.393566,1.361173,103.990201
HDY,Thailand,CNX,Thailand,6.936764,100.393566,18.769574,98.968409
HDY,Thailand,HKT,Thailand,6.936764,100.393566,8.107619,98.306436
HDY,Thailand,UTH,Thailand,6.936764,100.393566,17.386392,102.788
HEA,Afghanistan,KBL,Afghanistan,34.212696,62.22599,34.560692,69.211521
HEA,Afghanistan,JED,Saudi Arabia,34.212696,62.22599,21.670232,39.150579
HEA,Afghanistan,MZR,Afghanistan,34.212696,62.22599,36.709192,67.208485
HEH,Myanmar,RGN,Myanmar,20.743863,96.79341,16.900069,96.134152
HEH,Myanmar,THL,Myanmar,20.743863,96.79341,20.48443,99.934535
HEH,Myanmar,KET,Myanmar,20.743863,96.79341,21.3,99.616667
HEH,Myanmar,NYT,Myanmar,20.743863,96.79341,19.6225,96.201385
HEH,Myanmar,NYU,Myanmar,20.743863,96.79341,21.175342,94.928321
HEK,China,HRB,China,50.171662,127.308905,45.620854,126.23644
HEK,China,OHE,China,50.171662,127.308905,52.921132,122.420595
HEK,China,MDG,China,50.171662,127.308905,44.534943,129.58384
HET,China,CIF,China,40.854712,111.814157,42.154523,118.833173
HET,China,TGO,China,40.854712,111.814157,43.557011,122.204604
HET,China,XIL,China,40.854712,111.814157,43.918761,115.95924
HET,China,HLH,China,40.854712,111.814157,46.193488,122.001482
HET,China,HLD,China,40.854712,111.814157,49.209906,119.818129
HET,China,CGO,China,40.854712,111.814157,34.527519,113.840242
HET,China,SHE,China,40.854712,111.814157,41.634992,123.485731
HET,China,CSX,China,40.854712,111.814157,28.193336,113.214592
HET,China,CAN,China,40.854712,111.814157,23.387862,113.29734
HET,China,WUH,China,40.854712,111.814157,30.776789,114.217577
HET,China,XIY,China,40.854712,111.814157,34.438416,108.760946
HET,China,NKG,China,40.854712,111.814157,31.735737,118.86652
HET,China,PVG,China,40.854712,111.814157,31.143333,121.805278
HET,China,HGH,China,40.854712,111.814157,30.236934,120.432356
HET,China,TFU,China,40.854712,111.814157,30.314195,104.44186
HET,China,CGQ,China,40.854712,111.814157,43.99611,125.68528
HET,China,TNA,China,40.854712,111.814157,36.857689,117.206881
HET,China,TSN,China,40.854712,111.814157,39.128273,117.355906
HET,China,WUA,China,40.854712,111.814157,39.791432,106.801862
HET,China,ERL,China,40.854712,111.814157,43.426673,112.09845
HET,China,HRB,China,40.854712,111.814157,45.620854,126.23644
HET,China,KHN,China,40.854712,111.814157,28.859902,115.907845
HET,China,SJW,China,40.854712,111.814157,38.281868,114.692106
HET,China,HFE,China,40.854712,111.814157,31.992778,116.973333
HET,China,AXF,China,40.854712,111.814157,38.823318,105.630964
HET,China,NZH,China,40.854712,111.814157,49.570592,117.331627
HET,China,SHA,China,40.854712,111.814157,31.19779,121.333473
HET,China,TAO,China,40.854712,111.814157,36.361944,120.088333
HET,China,URC,China,40.854712,111.814157,43.90126,87.475148
HET,China,CKG,China,40.854712,111.814157,29.7192,106.641998
HET,China,INC,China,40.854712,111.814157,38.323031,106.388059
HET,China,XMN,China,40.854712,111.814157,24.543064,118.134178
HET,China,CTU,China,40.854712,111.814157,30.581134,103.956799
HET,China,DLC,China,40.854712,111.814157,38.96102,121.539991
HET,China,KMG,China,40.854712,111.814157,25.101944,102.929167
HET,China,RLK,China,40.854712,111.814157,40.926388,107.73889
HET,China,HIA,China,40.854712,111.814157,33.7875,119.12778
HET,China,KWE,China,40.854712,111.814157,26.544217,106.79598
HET,China,TYN,China,40.854712,111.814157,37.754996,112.62585
HET,China,HDG,China,40.854712,111.814157,36.525833,114.425
HET,China,TXN,China,40.854712,111.814157,29.731388,118.254197
HET,China,YNT,China,40.854712,111.814157,37.657222,120.987222
HET,China,XUZ,China,40.854712,111.814157,34.055033,117.554758
HET,China,ENY,China,40.854712,111.814157,36.479722,109.463889
HET,China,HUO,China,40.854712,111.814157,45.48673,119.40851
HET,China,LFQ,China,40.854712,111.814157,36.043525,111.494936
HET,China,LHW,China,40.854712,111.814157,36.509497,103.61756
HET,China,NZL,China,40.854712,111.814157,47.719903,122.832004
HET,China,PEK,China,40.854712,111.814157,40.078538,116.587095
HET,China,SZX,China,40.854712,111.814157,22.639444,113.810833
HET,China,UBN,Mongolia,40.854712,111.814157,47.646944,106.819722
HET,China,YIE,China,40.854712,111.814157,47.310556,119.911944
HET,China,YIH,China,40.854712,111.814157,30.549934,111.478938
HET,China,MIG,China,40.854712,111.814157,31.427633,104.747139
HET,China,WUX,China,40.854712,111.814157,31.492889,120.424374
HET,China,CQW,China,40.854712,111.814157,29.4642,107.6933
HET,China,SWA,China,40.854712,111.814157,23.54944,116.510277
HET,China,WUT,China,40.854712,111.814157,38.59809,112.98215
HET,China,KWL,China,40.854712,111.814157,25.217585,110.046839
HET,China,LYI,China,40.854712,111.814157,35.047477,118.407068
HET,China,DSN,China,40.854712,111.814157,39.496721,109.860527
HET,China,HAK,China,40.854712,111.814157,19.934877,110.45896
HET,China,JNG,China,40.854712,111.814157,35.646944,116.742222
HET,China,ZHY,China,40.854712,111.814157,37.573125,105.154454
HET,China,LYG,China,40.854712,111.814157,34.565938,118.876986
HET,China,LZO,China,40.854712,111.814157,29.030556,105.46889
HET,China,CZX,China,40.854712,111.814157,31.914116,119.779762
HET,China,NTG,China,40.854712,111.814157,32.072921,120.975605
HET,China,ENH,China,40.854712,111.814157,30.321934,109.482012
HET,China,XFN,China,40.854712,111.814157,32.150067,112.290691
HET,China,LYA,China,40.854712,111.814157,34.736361,112.385406
HET,China,FUG,China,40.854712,111.814157,32.866667,115.7
HET,China,XNN,China,40.854712,111.814157,36.527506,102.043002
HET,China,ICN,Republic of Korea,40.854712,111.814157,37.458764,126.441961
HET,China,NGB,China,40.854712,111.814157,29.826696,121.462002
HET,China,YNZ,China,40.854712,111.814157,33.431217,120.204406
HFE,China,SZX,China,31.992778,116.973333,22.639444,113.810833
HFE,China,CAN,China,31.992778,116.973333,23.387862,113.29734
HFE,China,TFU,China,31.992778,116.973333,30.314195,104.44186
HFE,China,CKG,China,31.992778,116.973333,29.7192,106.641998
HFE,China,KMG,China,31.992778,116.973333,25.101944,102.929167
HFE,China,KWE,China,31.992778,116.973333,26.544217,106.79598
HFE,China,TAO,China,31.992778,116.973333,36.361944,120.088333
HFE,China,CTU,China,31.992778,116.973333,30.581134,103.956799
HFE,China,SHE,China,31.992778,116.973333,41.634992,123.485731
HFE,China,XIY,China,31.992778,116.973333,34.438416,108.760946
HFE,China,DLC,China,31.992778,116.973333,38.96102,121.539991
HFE,China,HET,China,31.992778,116.973333,40.854712,111.814157
HFE,China,HRB,China,31.992778,116.973333,45.620854,126.23644
HFE,China,LHW,China,31.992778,116.973333,36.509497,103.61756
HFE,China,PEK,China,31.992778,116.973333,40.078538,116.587095
HFE,China,TYN,China,31.992778,116.973333,37.754996,112.62585
HFE,China,URC,China,31.992778,116.973333,43.90126,87.475148
HFE,China,XMN,China,31.992778,116.973333,24.543064,118.134178
HFE,China,YNT,China,31.992778,116.973333,37.657222,120.987222
HFE,China,ZUH,China,31.992778,116.973333,22.011788,113.370601
HFE,China,NNG,China,31.992778,116.973333,22.61321,108.167501
HFE,China,KWL,China,31.992778,116.973333,25.217585,110.046839
HFE,China,SWA,China,31.992778,116.973333,23.54944,116.510277
HFE,China,LJG,China,31.992778,116.973333,26.679975,100.245768
HFE,China,CGQ,China,31.992778,116.973333,43.99611,125.68528
HFE,China,JJN,China,31.992778,116.973333,24.802809,118.587293
HFE,China,SYX,China,31.992778,116.973333,18.305276,109.40888
HFE,China,PKX,China,31.992778,116.973333,39.508611,116.410833
HFE,China,INC,China,31.992778,116.973333,38.323031,106.388059
HFE,China,HUZ,China,31.992778,116.973333,23.050418,114.596859
HFE,China,HAK,China,31.992778,116.973333,19.934877,110.45896
HFE,China,PVG,China,31.992778,116.973333,31.143333,121.805278
HFE,China,SJW,China,31.992778,116.973333,38.281868,114.692106
HFE,China,XNN,China,31.992778,116.973333,36.527506,102.043002
HFE,China,LPQ,Lao People's Democratic Republic,31.992778,116.973333,19.897055,102.163709
HFE,China,MIG,China,31.992778,116.973333,31.427633,104.747139
HFE,China,YBP,China,31.992778,116.973333,28.801665,104.551835
HFE,China,BAR,China,31.992778,116.973333,19.139421,110.456806
HFE,China,WEH,China,31.992778,116.973333,37.188142,122.236067
HFE,China,ZHA,China,31.992778,116.973333,21.214727,110.362715
HFE,China,LZH,China,31.992778,116.973333,24.206155,109.398427
HFE,China,ICN,Republic of Korea,31.992778,116.973333,37.458764,126.441961
HFE,China,DMK,Thailand,31.992778,116.973333,13.9125,100.606667
HFE,China,MFM,Macau SAR,31.992778,116.973333,22.156587,113.57285
HFE,China,BPE,China,31.992778,116.973333,39.665743,119.059748
HFE,China,JGS,China,31.992778,116.973333,26.856899,114.737
HFE,China,HKG,Hong Kong SAR,31.992778,116.973333,22.315248,113.93649
HFE,China,TSN,China,31.992778,116.973333,39.128273,117.355906
HFE,China,WXN,China,31.992778,116.973333,30.8017,108.433
HFE,China,KIX,Japan,31.992778,116.973333,34.43533,135.243977
HFE,China,TLQ,China,31.992778,116.973333,43.019961,89.074545
HFE,China,DZH,China,31.992778,116.973333,31.048611,107.435556
HFE,China,BHY,China,31.992778,116.973333,21.5431,109.288702
HFE,China,JHG,China,31.992778,116.973333,21.973422,100.766454
HFE,China,LNL,China,31.992778,116.973333,33.7898,105.788395
HFE,China,NAO,China,31.992778,116.973333,30.8,106.066667
HFE,China,YSQ,China,31.992778,116.973333,44.93056,124.55083
HFE,China,YCU,China,31.992778,116.973333,35.114987,111.037051
HFE,China,KOW,China,31.992778,116.973333,25.849628,114.777786
HFE,China,SIN,Singapore,31.992778,116.973333,1.361173,103.990201
HFE,China,WMT,China,31.992778,116.973333,27.96222,106.435
HFE,China,DYG,China,31.992778,116.973333,29.10712,110.445685
HFE,China,LZO,China,31.992778,116.973333,29.030556,105.46889
HFE,China,BKK,Thailand,31.992778,116.973333,13.693062,100.752044
HFE,China,DSN,China,31.992778,116.973333,39.496721,109.860527
HFE,China,ZYI,China,31.992778,116.973333,27.589673,106.999823
HFE,China,WUX,China,31.992778,116.973333,31.492889,120.424374
HGH,China,SZX,China,30.236934,120.432356,22.639444,113.810833
HGH,China,CAN,China,30.236934,120.432356,23.387862,113.29734
HGH,China,PEK,China,30.236934,120.432356,40.078538,116.587095
HGH,China,XIY,China,30.236934,120.432356,34.438416,108.760946
HGH,China,CKG,China,30.236934,120.432356,29.7192,106.641998
HGH,China,KMG,China,30.236934,120.432356,25.101944,102.929167
HGH,China,PKX,China,30.236934,120.432356,39.508611,116.410833
HGH,China,CTU,China,30.236934,120.432356,30.581134,103.956799
HGH,China,TFU,China,30.236934,120.432356,30.314195,104.44186
HGH,China,KWE,China,30.236934,120.432356,26.544217,106.79598
HGH,China,TAO,China,30.236934,120.432356,36.361944,120.088333
HGH,China,DLC,China,30.236934,120.432356,38.96102,121.539991
HGH,China,HAK,China,30.236934,120.432356,19.934877,110.45896
HGH,China,TYN,China,30.236934,120.432356,37.754996,112.62585
HGH,China,HKG,Hong Kong SAR,30.236934,120.432356,22.315248,113.93649
HGH,China,SHE,China,30.236934,120.432356,41.634992,123.485731
HGH,China,URC,China,30.236934,120.432356,43.90126,87.475148
HGH,China,CGO,China,30.236934,120.432356,34.527519,113.840242
HGH,China,CGQ,China,30.236934,120.432356,43.99611,125.68528
HGH,China,XMN,China,30.236934,120.432356,24.543064,118.134178
HGH,China,ZUH,China,30.236934,120.432356,22.011788,113.370601
HGH,China,HRB,China,30.236934,120.432356,45.620854,126.23644
HGH,China,SYX,China,30.236934,120.432356,18.305276,109.40888
HGH,China,LHW,China,30.236934,120.432356,36.509497,103.61756
HGH,China,TSN,China,30.236934,120.432356,39.128273,117.355906
HGH,China,NNG,China,30.236934,120.432356,22.61321,108.167501
HGH,China,YNT,China,30.236934,120.432356,37.657222,120.987222
HGH,China,SWA,China,30.236934,120.432356,23.54944,116.510277
HGH,China,INC,China,30.236934,120.432356,38.323031,106.388059
HGH,China,SJW,China,30.236934,120.432356,38.281868,114.692106
HGH,China,CSX,China,30.236934,120.432356,28.193336,113.214592
HGH,China,HET,China,30.236934,120.432356,40.854712,111.814157
HGH,China,ICN,Republic of Korea,30.236934,120.432356,37.458764,126.441961
HGH,China,KIX,Japan,30.236934,120.432356,34.43533,135.243977
HGH,China,JJN,China,30.236934,120.432356,24.802809,118.587293
HGH,China,WUH,China,30.236934,120.432356,30.776789,114.217577
HGH,China,MFM,Macau SAR,30.236934,120.432356,22.156587,113.57285
HGH,China,BKK,Thailand,30.236934,120.432356,13.693062,100.752044
HGH,China,KWL,China,30.236934,120.432356,25.217585,110.046839
HGH,China,SIN,Singapore,30.236934,120.432356,1.361173,103.990201
HGH,China,DLU,China,30.236934,120.432356,25.65135,100.323158
HGH,China,KOW,China,30.236934,120.432356,25.849628,114.777786
HGH,China,LJG,China,30.236934,120.432356,26.679975,100.245768
HGH,China,MIG,China,30.236934,120.432356,31.427633,104.747139
HGH,China,WEH,China,30.236934,120.432356,37.188142,122.236067
HGH,China,YCU,China,30.236934,120.432356,35.114987,111.037051
HGH,China,KUL,Malaysia,30.236934,120.432356,2.744344,101.717259
HGH,China,XNN,China,30.236934,120.432356,36.527506,102.043002
HGH,China,CJU,Republic of Korea,30.236934,120.432356,33.506698,126.493119
HGH,China,DMK,Thailand,30.236934,120.432356,13.9125,100.606667
HGH,China,TPE,Taiwan,30.236934,120.432356,25.075512,121.23248
HGH,China,FUO,China,30.236934,120.432356,23.081156,113.071443
HGH,China,ENH,China,30.236934,120.432356,30.321934,109.482012
HGH,China,LZO,China,30.236934,120.432356,29.030556,105.46889
HGH,China,JHG,China,30.236934,120.432356,21.973422,100.766454
HGH,China,CGD,China,30.236934,120.432356,28.924467,111.638863
HGH,China,LFQ,China,30.236934,120.432356,36.043525,111.494936
HGH,China,UYN,China,30.236934,120.432356,38.361466,109.596181
HGH,China,BFJ,China,30.236934,120.432356,27.26672,105.47096
HGH,China,BKI,Malaysia,30.236934,120.432356,5.923961,116.050753
HGH,China,CIF,China,30.236934,120.432356,42.154523,118.833173
HGH,China,XAI,China,30.236934,120.432356,32.540556,114.078889
HGH,China,ZAT,China,30.236934,120.432356,27.316667,103.8
HGH,China,IQN,China,30.236934,120.432356,35.8001,107.6044
HGH,China,GYS,China,30.236934,120.432356,32.390572,105.695681
HGH,China,HDG,China,30.236934,120.432356,36.525833,114.425
HGH,China,HKT,Thailand,30.236934,120.432356,8.107619,98.306436
HGH,China,HUZ,China,30.236934,120.432356,23.050418,114.596859
HGH,China,LYI,China,30.236934,120.432356,35.047477,118.407068
HGH,China,LZH,China,30.236934,120.432356,24.206155,109.398427
HGH,China,NAO,China,30.236934,120.432356,30.8,106.066667
HGH,China,NNY,China,30.236934,120.432356,32.9837,112.613056
HGH,China,NRT,Japan,30.236934,120.432356,35.773213,140.387443
HGH,China,RIZ,China,30.236934,120.432356,35.400771,119.317278
HGH,China,NGO,Japan,30.236934,120.432356,34.858333,136.805278
HGH,China,XFN,China,30.236934,120.432356,32.150067,112.290691
HGH,China,YBP,China,30.236934,120.432356,28.801665,104.551835
HGH,China,YIH,China,30.236934,120.432356,30.549934,111.478938
HGH,China,ZHA,China,30.236934,120.432356,21.214727,110.362715
HGH,China,ZYI,China,30.236934,120.432356,27.589673,106.999823
HGH,China,WMT,China,30.236934,120.432356,27.96222,106.435
HGH,China,BAV,China,30.236934,120.432356,40.563442,109.998495
HGH,China,HZA,China,30.236934,120.432356,35.212222,115.731944
HGH,China,BHY,China,30.236934,120.432356,21.5431,109.288702
HGH,China,BAR,China,30.236934,120.432356,19.139421,110.456806
HGH,China,DOH,Qatar,30.236934,120.432356,25.260988,51.613594
HGH,China,DOY,China,30.236934,120.432356,37.518333,118.787778
HGH,China,DSN,China,30.236934,120.432356,39.496721,109.860527
HGH,China,DYG,China,30.236934,120.432356,29.10712,110.445685
HGH,China,HZG,China,30.236934,120.432356,33.063443,107.008446
HGH,China,LYA,China,30.236934,120.432356,34.736361,112.385406
HGH,China,TGO,China,30.236934,120.432356,43.557011,122.204604
HGH,China,WXN,China,30.236934,120.432356,30.8017,108.433
HGH,China,WEF,China,30.236934,120.432356,36.641074,119.113469
HGH,China,HJJ,China,30.236934,120.432356,27.441389,109.699722
HGH,China,YLX,China,30.236934,120.432356,22.438056,110.120833
HGH,China,ACX,China,30.236934,120.432356,25.085556,104.959444
HGH,China,AKA,China,30.236934,120.432356,32.7091,108.936
HGH,China,ALA,Kazakhstan,30.236934,120.432356,43.35136,77.037091
HGH,China,LLV,China,30.236934,120.432356,37.683333,111.142778
HGH,China,SGN,Viet Nam,30.236934,120.432356,10.813045,106.662477
HGH,China,HLD,China,30.236934,120.432356,49.209906,119.818129
HGH,China,BPE,China,30.236934,120.432356,39.665743,119.059748
HGH,China,KJH,China,30.236934,120.432356,26.97194,107.9875
HGH,China,LNL,China,30.236934,120.432356,33.7898,105.788395
HGH,China,JZH,China,30.236934,120.432356,32.856667,103.683056
HGH,China,CIH,China,30.236934,120.432356,36.245881,113.121585
HGH,China,JGS,China,30.236934,120.432356,26.856899,114.737
HGH,China,LUM,China,30.236934,120.432356,24.405279,98.531897
HGH,China,TEN,China,30.236934,120.432356,27.883689,109.299019
HGH,China,WDS,China,30.236934,120.432356,32.589946,110.906355
HGH,China,DZH,China,30.236934,120.432356,31.048611,107.435556
HGH,China,SHS,China,30.236934,120.432356,30.321995,112.2781
HGH,China,DXB,United Arab Emirates,30.236934,120.432356,25.256557,55.366071
HGH,China,DPS,Indonesia,30.236934,120.432356,-8.748056,115.1675
HGH,China,FSZ,Japan,30.236934,120.432356,34.796111,138.189444
HGH,China,ACF,China,30.236934,120.432356,40.435556,81.263889
HGH,China,BWN,Brunei Darussalam,30.236934,120.432356,4.945197,114.93375
HGH,China,VTE,Lao People's Democratic Republic,30.236934,120.432356,17.975432,102.567721
HGH,China,NGB,China,30.236934,120.432356,29.826696,121.462002
HGH,China,MWX,Republic of Korea,30.236934,120.432356,34.991406,126.382814
HGN,Thailand,LPT,Thailand,19.29968,97.975227,18.274167,99.507222
HHP,Hong Kong SAR,XZM,Macao,22.288896,114.152237,22.197075,113.558911
HHQ,Thailand,CNX,Thailand,12.636229,99.951533,18.769574,98.968409
HIA,China,KMG,China,33.7875,119.12778,25.101944,102.929167
HIA,China,KHN,China,33.7875,119.12778,28.859902,115.907845
HIA,China,CAN,China,33.7875,119.12778,23.387862,113.29734
HIA,China,SHE,China,33.7875,119.12778,41.634992,123.485731
HIA,China,SZX,China,33.7875,119.12778,22.639444,113.810833
HIA,China,CKG,China,33.7875,119.12778,29.7192,106.641998
HIA,China,DLC,China,33.7875,119.12778,38.96102,121.539991
HIA,China,HET,China,33.7875,119.12778,40.854712,111.814157
HIA,China,HRB,China,33.7875,119.12778,45.620854,126.23644
HIA,China,FOC,China,33.7875,119.12778,25.931231,119.66923
HIA,China,SJW,China,33.7875,119.12778,38.281868,114.692106
HIA,China,XMN,China,33.7875,119.12778,24.543064,118.134178
HIA,China,KWE,China,33.7875,119.12778,26.544217,106.79598
HIA,China,BKK,Thailand,33.7875,119.12778,13.693062,100.752044
HIA,China,WUH,China,33.7875,119.12778,30.776789,114.217577
HIA,China,CSX,China,33.7875,119.12778,28.193336,113.214592
HIA,China,SWA,China,33.7875,119.12778,23.54944,116.510277
HIA,China,CGQ,China,33.7875,119.12778,43.99611,125.68528
HIA,China,DSN,China,33.7875,119.12778,39.496721,109.860527
HIA,China,TYN,China,33.7875,119.12778,37.754996,112.62585
HIA,China,JJN,China,33.7875,119.12778,24.802809,118.587293
HIA,China,DYG,China,33.7875,119.12778,29.10712,110.445685
HIA,China,NGB,China,33.7875,119.12778,29.826696,121.462002
HIA,China,YYA,China,33.7875,119.12778,29.312778,113.281667
HIA,China,TFU,China,33.7875,119.12778,30.314195,104.44186
HIA,China,LHW,China,33.7875,119.12778,36.509497,103.61756
HIA,China,KWL,China,33.7875,119.12778,25.217585,110.046839
HIA,China,FUO,China,33.7875,119.12778,23.081156,113.071443
HIA,China,INC,China,33.7875,119.12778,38.323031,106.388059
HIA,China,HLD,China,33.7875,119.12778,49.209906,119.818129
HIJ,Japan,HND,Japan,34.436111,132.919444,35.553476,139.781206
HIJ,Japan,SDJ,Japan,34.436111,132.919444,38.135556,140.923889
HIJ,Japan,CTS,Japan,34.436111,132.919444,42.787281,141.681341
HIJ,Japan,ICN,Republic of Korea,34.436111,132.919444,37.458764,126.441961
HIJ,Japan,NRT,Japan,34.436111,132.919444,35.773213,140.387443
HIJ,Japan,OKA,Japan,34.436111,132.919444,26.204954,127.645842
HIJ,Japan,TPE,Taiwan,34.436111,132.919444,25.075512,121.23248
HIJ,Japan,PVG,China,34.436111,132.919444,31.143333,121.805278
HIJ,Japan,HKG,Hong Kong SAR,34.436111,132.919444,22.315248,113.93649
HIJ,Japan,DLC,China,34.436111,132.919444,38.96102,121.539991
HIJ,Japan,HAN,Viet Nam,34.436111,132.919444,21.214184,105.802827
HIN,Republic of Korea,GMP,Republic of Korea,35.092629,128.086765,37.559287,126.803512
HIN,Republic of Korea,CJU,Republic of Korea,35.092629,128.086765,33.506698,126.493119
HJJ,China,PKX,China,27.441389,109.699722,39.508611,116.410833
HJJ,China,XIY,China,27.441389,109.699722,34.438416,108.760946
HJJ,China,SYX,China,27.441389,109.699722,18.305276,109.40888
HJJ,China,HGH,China,27.441389,109.699722,30.236934,120.432356
HJJ,China,LJG,China,27.441389,109.699722,26.679975,100.245768
HJJ,China,HAK,China,27.441389,109.699722,19.934877,110.45896
HJJ,China,JJN,China,27.441389,109.699722,24.802809,118.587293
HJJ,China,KMG,China,27.441389,109.699722,25.101944,102.929167
HJJ,China,TYN,China,27.441389,109.699722,37.754996,112.62585
HJJ,China,SZX,China,27.441389,109.699722,22.639444,113.810833
HJJ,China,TFU,China,27.441389,109.699722,30.314195,104.44186
HJJ,China,NKG,China,27.441389,109.699722,31.735737,118.86652
HJR,India,VNS,India,24.818746,79.916417,25.449697,82.853732
HJR,India,DEL,India,24.818746,79.916417,28.556162,77.099958
HKD,Japan,HND,Japan,41.776125,140.815817,35.553476,139.781206
HKD,Japan,OKD,Japan,41.776125,140.815817,43.110374,141.381998
HKD,Japan,CTS,Japan,41.776125,140.815817,42.787281,141.681341
HKD,Japan,ITM,Japan,41.776125,140.815817,34.790975,135.441719
HKD,Japan,TPE,Taiwan,41.776125,140.815817,25.075512,121.23248
HKD,Japan,NGO,Japan,41.776125,140.815817,34.858333,136.805278
HKD,Japan,OIR,Japan,41.776125,140.815817,42.071984,139.43488
HKG,Hong Kong SAR,TPE,Taiwan,22.315248,113.93649,25.075512,121.23248
HKG,Hong Kong SAR,BKK,Thailand,22.315248,113.93649,13.693062,100.752044
HKG,Hong Kong SAR,PVG,China,22.315248,113.93649,31.143333,121.805278
HKG,Hong Kong SAR,ICN,Republic of Korea,22.315248,113.93649,37.458764,126.441961
HKG,Hong Kong SAR,KIX,Japan,22.315248,113.93649,34.43533,135.243977
HKG,Hong Kong SAR,MNL,Philippines,22.315248,113.93649,14.511205,121.019208
HKG,Hong Kong SAR,SIN,Singapore,22.315248,113.93649,1.361173,103.990201
HKG,Hong Kong SAR,NRT,Japan,22.315248,113.93649,35.773213,140.387443
HKG,Hong Kong SAR,PEK,China,22.315248,113.93649,40.078538,116.587095
HKG,Hong Kong SAR,KHH,Taiwan,22.315248,113.93649,22.5725,120.345278
HKG,Hong Kong SAR,KUL,Malaysia,22.315248,113.93649,2.744344,101.717259
HKG,Hong Kong SAR,HGH,China,22.315248,113.93649,30.236934,120.432356
HKG,Hong Kong SAR,HND,Japan,22.315248,113.93649,35.553476,139.781206
HKG,Hong Kong SAR,TFU,China,22.315248,113.93649,30.314195,104.44186
HKG,Hong Kong SAR,FUK,Japan,22.315248,113.93649,33.584286,130.443891
HKG,Hong Kong SAR,SHA,China,22.315248,113.93649,31.19779,121.333473
HKG,Hong Kong SAR,DAD,Viet Nam,22.315248,113.93649,16.053339,108.202753
HKG,Hong Kong SAR,DEL,India,22.315248,113.93649,28.556162,77.099958
HKG,Hong Kong SAR,HAK,China,22.315248,113.93649,19.934877,110.45896
HKG,Hong Kong SAR,PKX,China,22.315248,113.93649,39.508611,116.410833
