Origin,Origin Country,Destination,Destination Country,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude
LHW,China,LLV,China,36.509497,103.61756,37.683333,111.142778
LHW,China,XUZ,China,36.509497,103.61756,34.055033,117.554758
LHW,China,YIH,China,36.509497,103.61756,30.549934,111.478938
LHW,China,JNG,China,36.509497,103.61756,35.646944,116.742222
LHW,China,XFN,China,36.509497,103.61756,32.150067,112.290691
LHW,China,JJN,China,36.509497,103.61756,24.802809,118.587293
LHW,China,ZUH,China,36.509497,103.61756,22.011788,113.370601
LHW,China,QSZ,China,36.509497,103.61756,38.245562,77.056094
LHW,China,AKA,China,36.509497,103.61756,32.7091,108.936
LHW,China,SHS,China,36.509497,103.61756,30.321995,112.2781
LHW,China,WXN,China,36.509497,103.61756,30.8017,108.433
LHW,China,HKG,Hong Kong SAR,36.509497,103.61756,22.315248,113.93649
LHW,China,LYG,China,36.509497,103.61756,34.565938,118.876986
LHW,China,NNY,China,36.509497,103.61756,32.9837,112.613056
LHW,China,FUO,China,36.509497,103.61756,23.081156,113.071443
LHW,China,CGQ,China,36.509497,103.61756,43.99611,125.68528
LHW,China,HIA,China,36.509497,103.61756,33.7875,119.12778
LHW,China,LZO,China,36.509497,103.61756,29.030556,105.46889
LHW,China,BKK,Thailand,36.509497,103.61756,13.693062,100.752044
LHW,China,DMK,Thailand,36.509497,103.61756,13.9125,100.606667
LHW,China,VTE,Lao People's Democratic Republic,36.509497,103.61756,17.975432,102.567721
LJG,China,TFU,China,26.679975,100.245768,30.314195,104.44186
LJG,China,JHG,China,26.679975,100.245768,21.973422,100.766454
LJG,China,CAN,China,26.679975,100.245768,23.387862,113.29734
LJG,China,PVG,China,26.679975,100.245768,31.143333,121.805278
LJG,China,XIY,China,26.679975,100.245768,34.438416,108.760946
LJG,China,CSX,China,26.679975,100.245768,28.193336,113.214592
LJG,China,CGO,China,26.679975,100.245768,34.527519,113.840242
LJG,China,CKG,China,26.679975,100.245768,29.7192,106.641998
LJG,China,NKG,China,26.679975,100.245768,31.735737,118.86652
LJG,China,KMG,China,26.679975,100.245768,25.101944,102.929167
LJG,China,SZX,China,26.679975,100.245768,22.639444,113.810833
LJG,China,HFE,China,26.679975,100.245768,31.992778,116.973333
LJG,China,WUH,China,26.679975,100.245768,30.776789,114.217577
LJG,China,KWE,China,26.679975,100.245768,26.544217,106.79598
LJG,China,CTU,China,26.679975,100.245768,30.581134,103.956799
LJG,China,HGH,China,26.679975,100.245768,30.236934,120.432356
LJG,China,NNG,China,26.679975,100.245768,22.61321,108.167501
LJG,China,PEK,China,26.679975,100.245768,40.078538,116.587095
LJG,China,SHA,China,26.679975,100.245768,31.19779,121.333473
LJG,China,SJW,China,26.679975,100.245768,38.281868,114.692106
LJG,China,PKX,China,26.679975,100.245768,39.508611,116.410833
LJG,China,TNA,China,26.679975,100.245768,36.857689,117.206881
LJG,China,KHN,China,26.679975,100.245768,28.859902,115.907845
LJG,China,TSN,China,26.679975,100.245768,39.128273,117.355906
LJG,China,LZO,China,26.679975,100.245768,29.030556,105.46889
LJG,China,HYN,China,26.679975,100.245768,28.562224,121.428614
LJG,China,LHW,China,26.679975,100.245768,36.509497,103.61756
LJG,China,LXA,China,26.679975,100.245768,29.2978,90.911903
LJG,China,MIG,China,26.679975,100.245768,31.427633,104.747139
LJG,China,ZYI,China,26.679975,100.245768,27.589673,106.999823
LJG,China,TAO,China,26.679975,100.245768,36.361944,120.088333
LJG,China,WUX,China,26.679975,100.245768,31.492889,120.424374
LJG,China,ZAT,China,26.679975,100.245768,27.316667,103.8
LJG,China,JGS,China,26.679975,100.245768,26.856899,114.737
LJG,China,KWL,China,26.679975,100.245768,25.217585,110.046839
LJG,China,TYN,China,26.679975,100.245768,37.754996,112.62585
LJG,China,YTY,China,26.679975,100.245768,32.563057,119.720278
LJG,China,HJJ,China,26.679975,100.245768,27.441389,109.699722
LJG,China,HNY,China,26.679975,100.245768,26.723889,112.618333
LJG,China,XMN,China,26.679975,100.245768,24.543064,118.134178
LJG,China,ZUH,China,26.679975,100.245768,22.011788,113.370601
LJG,China,WMT,China,26.679975,100.245768,27.96222,106.435
LJG,China,XFN,China,26.679975,100.245768,32.150067,112.290691
LJG,China,AVA,China,26.679975,100.245768,26.260049,105.872814
LJG,China,BFJ,China,26.679975,100.245768,27.26672,105.47096
LJG,China,KOW,China,26.679975,100.245768,25.849628,114.777786
LJG,China,HPH,Viet Nam,26.679975,100.245768,20.823314,106.727325
LJG,China,SGN,Viet Nam,26.679975,100.245768,10.813045,106.662477
LJG,China,YBP,China,26.679975,100.245768,28.801665,104.551835
LJG,China,GYS,China,26.679975,100.245768,32.390572,105.695681
LJG,China,BZX,China,26.679975,100.245768,31.738056,106.643889
LJG,China,YCU,China,26.679975,100.245768,35.114987,111.037051
LJG,China,DZH,China,26.679975,100.245768,31.048611,107.435556
LJG,China,BKK,Thailand,26.679975,100.245768,13.693062,100.752044
LJG,China,LUM,China,26.679975,100.245768,24.405279,98.531897
LJG,China,KUL,Malaysia,26.679975,100.245768,2.744344,101.717259
LKA,Indonesia,KOE,Indonesia,-8.274301,123.001315,-10.168536,123.667254
LKH,Malaysia,MUR,Malaysia,3.312934,114.785657,4.183333,114.316667
LKH,Malaysia,MYY,Malaysia,3.312934,114.785657,4.324112,113.988106
LKO,India,DEL,India,26.764257,80.884186,28.556162,77.099958
LKO,India,BOM,India,26.764257,80.884186,19.089891,72.868047
LKO,India,BLR,India,26.764257,80.884186,13.200771,77.710228
LKO,India,HYD,India,26.764257,80.884186,17.233702,78.430427
LKO,India,AMD,India,26.764257,80.884186,23.066389,72.624167
LKO,India,MCT,Oman,26.764257,80.884186,23.600739,58.284042
LKO,India,PNQ,India,26.764257,80.884186,18.581389,73.920556
LKO,India,DMM,Saudi Arabia,26.764257,80.884186,26.471111,49.797778
LKO,India,CCU,India,26.764257,80.884186,22.655,88.447
LKO,India,JAI,India,26.764257,80.884186,26.822004,75.800995
LKO,India,IDR,India,26.764257,80.884186,22.72715,75.808227
LKO,India,DXB,United Arab Emirates,26.764257,80.884186,25.256557,55.366071
LKO,India,IXD,India,26.764257,80.884186,25.440072,81.733876
LKO,India,AUH,United Arab Emirates,26.764257,80.884186,24.426912,54.645974
LKO,India,DED,India,26.764257,80.884186,30.316667,78.033333
LKO,India,GOI,India,26.764257,80.884186,15.384534,73.839825
LKO,India,JED,Saudi Arabia,26.764257,80.884186,21.670232,39.150579
LKO,India,MAA,India,26.764257,80.884186,12.982267,80.163782
LKO,India,IXC,India,26.764257,80.884186,30.676809,76.788039
LKO,India,VNS,India,26.764257,80.884186,25.449697,82.853732
LKO,India,PAT,India,26.764257,80.884186,25.594891,85.090669
LKO,India,RPR,India,26.764257,80.884186,21.184561,81.739751
LKO,India,SHJ,United Arab Emirates,26.764257,80.884186,25.320873,55.52029
LKO,India,NAG,India,26.764257,80.884186,21.090037,79.05636
LKO,India,ATQ,India,26.764257,80.884186,31.705398,74.806739
LKO,India,GAU,India,26.764257,80.884186,26.105185,91.588427
LKO,India,AGR,India,26.764257,80.884186,27.158333,77.962778
LKO,India,RUH,Saudi Arabia,26.764257,80.884186,24.959289,46.702876
LKO,India,DMK,Thailand,26.764257,80.884186,13.9125,100.606667
LKO,India,BHO,India,26.764257,80.884186,23.290623,77.335531
LKO,India,KQH,India,26.764257,80.884186,26.591219,74.813277
LKO,India,KUL,Malaysia,26.764257,80.884186,2.744344,101.717259
LKO,India,RKT,United Arab Emirates,26.764257,80.884186,25.616667,55.941224
LKO,India,AZH,India,26.764257,80.884186,26.153333,83.118333
LKO,India,CWK,India,26.764257,80.884186,25.167694,80.9358
LKO,India,HRH,India,26.764257,80.884186,27.8592,78.1487
LKO,India,VSV,India,26.764257,80.884186,27.503056,82.026944
LLB,China,TEN,China,25.452476,107.961916,27.883689,109.299019
LLB,China,ACX,China,25.452476,107.961916,25.085556,104.959444
LLB,China,WMT,China,25.452476,107.961916,27.96222,106.435
LLB,China,WUH,China,25.452476,107.961916,30.776789,114.217577
LLB,China,AVA,China,25.452476,107.961916,26.260049,105.872814
LLF,China,PKX,China,26.345556,111.612222,39.508611,116.410833
LLF,China,CKG,China,26.345556,111.612222,29.7192,106.641998
LLF,China,HAK,China,26.345556,111.612222,19.934877,110.45896
LLJ,Indonesia,CGK,Indonesia,-3.284167,102.913333,-6.130643,106.655526
LLO,Indonesia,UPG,Indonesia,-3.084722,120.245278,-5.077019,119.547738
LLV,China,PKX,China,37.683333,111.142778,39.508611,116.410833
LLV,China,PEK,China,37.683333,111.142778,40.078538,116.587095
LLV,China,KMG,China,37.683333,111.142778,25.101944,102.929167
LLV,China,KWE,China,37.683333,111.142778,26.544217,106.79598
LLV,China,TFU,China,37.683333,111.142778,30.314195,104.44186
LLV,China,LHW,China,37.683333,111.142778,36.509497,103.61756
LLV,China,PVG,China,37.683333,111.142778,31.143333,121.805278
LLV,China,XIY,China,37.683333,111.142778,34.438416,108.760946
LLV,China,HGH,China,37.683333,111.142778,30.236934,120.432356
LLV,China,SHE,China,37.683333,111.142778,41.634992,123.485731
LLV,China,CKG,China,37.683333,111.142778,29.7192,106.641998
LLV,China,TSN,China,37.683333,111.142778,39.128273,117.355906
LLV,China,WUH,China,37.683333,111.142778,30.776789,114.217577
LMN,Malaysia,MYY,Malaysia,4.666667,115.0,4.324112,113.988106
LMN,Malaysia,KCH,Malaysia,4.666667,115.0,1.484167,110.340833
LMN,Malaysia,BKI,Malaysia,4.666667,115.0,5.923961,116.050753
LMN,Malaysia,LWY,Malaysia,4.666667,115.0,4.846565,115.406995
LMU,Indonesia,BTH,Indonesia,2.963056,105.754444,1.123627,104.115279
LNJ,China,KMG,China,23.744107,100.026244,25.101944,102.929167
LNJ,China,TFU,China,23.744107,100.026244,30.314195,104.44186
LNJ,China,PVG,China,23.744107,100.026244,31.143333,121.805278
LNL,China,PKX,China,33.7898,105.788395,39.508611,116.410833
LNL,China,LHW,China,33.7898,105.788395,36.509497,103.61756
LNL,China,KWE,China,33.7898,105.788395,26.544217,106.79598
LNL,China,SZX,China,33.7898,105.788395,22.639444,113.810833
LNL,China,TLQ,China,33.7898,105.788395,43.019961,89.074545
LNL,China,PVG,China,33.7898,105.788395,31.143333,121.805278
LNL,China,DNH,China,33.7898,105.788395,40.2,94.683333
LNL,China,HFE,China,33.7898,105.788395,31.992778,116.973333
LNL,China,CKG,China,33.7898,105.788395,29.7192,106.641998
LNL,China,HAK,China,33.7898,105.788395,19.934877,110.45896
LNL,China,URC,China,33.7898,105.788395,43.90126,87.475148
LNL,China,HGH,China,33.7898,105.788395,30.236934,120.432356
LNU,Indonesia,BPN,Indonesia,3.576389,116.618333,-1.260623,116.900817
LOE,Thailand,DMK,Thailand,17.437847,101.72187,13.9125,100.606667
LOP,Indonesia,CGK,Indonesia,-8.761611,116.273838,-6.130643,106.655526
LOP,Indonesia,DPS,Indonesia,-8.761611,116.273838,-8.748056,115.1675
LOP,Indonesia,SUB,Indonesia,-8.761611,116.273838,-7.377937,112.793782
LOP,Indonesia,BMU,Indonesia,-8.761611,116.273838,-8.542521,118.691765
LOP,Indonesia,KUL,Malaysia,-8.761611,116.273838,2.744344,101.717259
LOP,Indonesia,YIA,Indonesia,-8.761611,116.273838,-7.905099,110.056623
LOP,Indonesia,SWQ,Indonesia,-8.761611,116.273838,-8.489122,117.414088
LOP,Indonesia,UPG,Indonesia,-8.761611,116.273838,-5.077019,119.547738
LOP,Indonesia,BPN,Indonesia,-8.761611,116.273838,-1.260623,116.900817
LOP,Indonesia,SIN,Singapore,-8.761611,116.273838,1.361173,103.990201
LOP,Indonesia,SRG,Indonesia,-8.761611,116.273838,-6.979155,110.378549
LOP,Indonesia,BTH,Indonesia,-8.761611,116.273838,1.123627,104.115279
LPF,China,NKG,China,26.605949,104.971351,31.735737,118.86652
LPF,China,PEK,China,26.605949,104.971351,40.078538,116.587095
LPF,China,SZX,China,26.605949,104.971351,22.639444,113.810833
LPQ,Lao People's Democratic Republic,VTE,Lao People's Democratic Republic,19.897055,102.163709,17.975432,102.567721
LPQ,Lao People's Democratic Republic,HFE,China,19.897055,102.163709,31.992778,116.973333
LPQ,Lao People's Democratic Republic,BKK,Thailand,19.897055,102.163709,13.693062,100.752044
LPQ,Lao People's Democratic Republic,DMK,Thailand,19.897055,102.163709,13.9125,100.606667
LPQ,Lao People's Democratic Republic,HAN,Viet Nam,19.897055,102.163709,21.214184,105.802827
LPQ,Lao People's Democratic Republic,LYG,China,19.897055,102.163709,34.565938,118.876986
LPQ,Lao People's Democratic Republic,KHN,China,19.897055,102.163709,28.859902,115.907845
LPQ,Lao People's Democratic Republic,CNX,Thailand,19.897055,102.163709,18.769574,98.968409
LPQ,Lao People's Democratic Republic,PKZ,Lao People's Democratic Republic,19.897055,102.163709,15.136257,105.781295
LPT,Thailand,BKK,Thailand,18.274167,99.507222,13.693062,100.752044
LPT,Thailand,DMK,Thailand,18.274167,99.507222,13.9125,100.606667
LPT,Thailand,HGN,Thailand,18.274167,99.507222,19.29968,97.975227
LRR,Iran,DXB,United Arab Emirates,27.669689,54.38276,25.256557,55.366071
LRR,Iran,SHJ,United Arab Emirates,27.669689,54.38276,25.320873,55.52029
LRR,Iran,THR,Iran,27.669689,54.38276,35.691534,51.321868
LRR,Iran,DOH,Qatar,27.669689,54.38276,25.260988,51.613594
LRR,Iran,KWI,Kuwait,27.669689,54.38276,29.240116,47.971251
LSH,Myanmar,MDL,Myanmar,22.966667,97.75,21.702169,95.977893
LSH,Myanmar,THL,Myanmar,22.966667,97.75,20.48443,99.934535
LSH,Myanmar,RGN,Myanmar,22.966667,97.75,16.900069,96.134152
LSW,Indonesia,KNO,Indonesia,5.226667,96.950278,3.635369,98.879016
LTI,Mongolia,UBN,Mongolia,46.376184,96.221008,47.646944,106.819722
LTK,Syrian Arab Republic,SHJ,United Arab Emirates,35.407353,35.943994,25.320873,55.52029
LUM,China,KMG,China,24.405279,98.531897,25.101944,102.929167
LUM,China,TFU,China,24.405279,98.531897,30.314195,104.44186
LUM,China,CAN,China,24.405279,98.531897,23.387862,113.29734
LUM,China,MDL,Myanmar,24.405279,98.531897,21.702169,95.977893
LUM,China,NKG,China,24.405279,98.531897,31.735737,118.86652
LUM,China,PVG,China,24.405279,98.531897,31.143333,121.805278
LUM,China,CKG,China,24.405279,98.531897,29.7192,106.641998
LUM,China,JHG,China,24.405279,98.531897,21.973422,100.766454
LUM,China,CSX,China,24.405279,98.531897,28.193336,113.214592
LUM,China,CTU,China,24.405279,98.531897,30.581134,103.956799
LUM,China,JJN,China,24.405279,98.531897,24.802809,118.587293
LUM,China,WUH,China,24.405279,98.531897,30.776789,114.217577
LUM,China,HGH,China,24.405279,98.531897,30.236934,120.432356
LUM,China,PKX,China,24.405279,98.531897,39.508611,116.410833
LUM,China,JMJ,China,24.405279,98.531897,22.417494,99.784156
LUM,China,KWE,China,24.405279,98.531897,26.544217,106.79598
LUM,China,LJG,China,24.405279,98.531897,26.679975,100.245768
LUM,China,NGB,China,24.405279,98.531897,29.826696,121.462002
LUV,Indonesia,AMQ,Indonesia,-5.666667,132.716667,-3.704996,128.088876
LUW,Indonesia,UPG,Indonesia,-1.039336,122.771611,-5.077019,119.547738
LWE,Indonesia,KOE,Indonesia,-8.36278,123.43778,-10.168536,123.667254
LWY,Malaysia,MYY,Malaysia,4.846565,115.406995,4.324112,113.988106
LWY,Malaysia,BKM,Malaysia,4.846565,115.406995,3.966667,115.616667
LWY,Malaysia,BKI,Malaysia,4.846565,115.406995,5.923961,116.050753
LWY,Malaysia,LMN,Malaysia,4.846565,115.406995,4.666667,115.0
LXA,China,CTU,China,29.2978,90.911903,30.581134,103.956799
LXA,China,TFU,China,29.2978,90.911903,30.314195,104.44186
LXA,China,CKG,China,29.2978,90.911903,29.7192,106.641998
LXA,China,XIY,China,29.2978,90.911903,34.438416,108.760946
LXA,China,KMG,China,29.2978,90.911903,25.101944,102.929167
LXA,China,MIG,China,29.2978,90.911903,31.427633,104.747139
LXA,China,NGQ,China,29.2978,90.911903,32.103817,80.054276
LXA,China,PEK,China,29.2978,90.911903,40.078538,116.587095
LXA,China,XNN,China,29.2978,90.911903,36.527506,102.043002
LXA,China,BPX,China,29.2978,90.911903,30.555833,97.106667
LXA,China,CGO,China,29.2978,90.911903,34.527519,113.840242
LXA,China,CSX,China,29.2978,90.911903,28.193336,113.214592
LXA,China,LZO,China,29.2978,90.911903,29.030556,105.46889
LXA,China,WUH,China,29.2978,90.911903,30.776789,114.217577
LXA,China,DIG,China,29.2978,90.911903,27.795839,99.680584
LXA,China,GOQ,China,29.2978,90.911903,36.404633,94.789305
LXA,China,KWE,China,29.2978,90.911903,26.544217,106.79598
LXA,China,LHW,China,29.2978,90.911903,36.509497,103.61756
LXA,China,LJG,China,29.2978,90.911903,26.679975,100.245768
LXA,China,NAO,China,29.2978,90.911903,30.8,106.066667
LXA,China,YBP,China,29.2978,90.911903,28.801665,104.551835
LXA,China,YNZ,China,29.2978,90.911903,33.431217,120.204406
LXA,China,DZH,China,29.2978,90.911903,31.048611,107.435556
LXA,China,WXN,China,29.2978,90.911903,30.8017,108.433
LXA,China,GYS,China,29.2978,90.911903,32.390572,105.695681
LXA,China,KTM,Nepal,29.2978,90.911903,27.699906,85.35657
LXA,China,YUS,China,29.2978,90.911903,32.839468,97.037791
LXA,China,AHJ,China,29.2978,90.911903,32.527401,102.357396
LXA,China,DLU,China,29.2978,90.911903,25.65135,100.323158
LXA,China,INC,China,29.2978,90.911903,38.323031,106.388059
LXA,China,PVG,China,29.2978,90.911903,31.143333,121.805278
LXG,Lao People's Democratic Republic,VTE,Lao People's Democratic Republic,21.05,101.466667,17.975432,102.567721
LYA,China,CKG,China,34.736361,112.385406,29.7192,106.641998
LYA,China,SHE,China,34.736361,112.385406,41.634992,123.485731
LYA,China,CAN,China,34.736361,112.385406,23.387862,113.29734
LYA,China,HAK,China,34.736361,112.385406,19.934877,110.45896
LYA,China,SHA,China,34.736361,112.385406,31.19779,121.333473
LYA,China,SZX,China,34.736361,112.385406,22.639444,113.810833
LYA,China,URC,China,34.736361,112.385406,43.90126,87.475148
LYA,China,HRB,China,34.736361,112.385406,45.620854,126.23644
LYA,China,FOC,China,34.736361,112.385406,25.931231,119.66923
LYA,China,HGH,China,34.736361,112.385406,30.236934,120.432356
LYA,China,KWE,China,34.736361,112.385406,26.544217,106.79598
LYA,China,XNN,China,34.736361,112.385406,36.527506,102.043002
LYA,China,KHN,China,34.736361,112.385406,28.859902,115.907845
LYA,China,CIF,China,34.736361,112.385406,42.154523,118.833173
LYA,China,CTU,China,34.736361,112.385406,30.581134,103.956799
LYA,China,HET,China,34.736361,112.385406,40.854712,111.814157
LYA,China,NNG,China,34.736361,112.385406,22.61321,108.167501
LYA,China,WEH,China,34.736361,112.385406,37.188142,122.236067
LYA,China,PKX,China,34.736361,112.385406,39.508611,116.410833
LYA,China,SYX,China,34.736361,112.385406,18.305276,109.40888
LYA,China,BKK,Thailand,34.736361,112.385406,13.693062,100.752044
LYG,China,CAN,China,34.565938,118.876986,23.387862,113.29734
LYG,China,CGQ,China,34.565938,118.876986,43.99611,125.68528
LYG,China,WNZ,China,34.565938,118.876986,27.91566,120.847381
LYG,China,CKG,China,34.565938,118.876986,29.7192,106.641998
LYG,China,CSX,China,34.565938,118.876986,28.193336,113.214592
LYG,China,DLC,China,34.565938,118.876986,38.96102,121.539991
LYG,China,HAK,China,34.565938,118.876986,19.934877,110.45896
LYG,China,PEK,China,34.565938,118.876986,40.078538,116.587095
LYG,China,SHE,China,34.565938,118.876986,41.634992,123.485731
LYG,China,SJW,China,34.565938,118.876986,38.281868,114.692106
LYG,China,KHN,China,34.565938,118.876986,28.859902,115.907845
LYG,China,SZX,China,34.565938,118.876986,22.639444,113.810833
LYG,China,TFU,China,34.565938,118.876986,30.314195,104.44186
LYG,China,LPQ,Lao People's Democratic Republic,34.565938,118.876986,19.897055,102.163709
LYG,China,JJN,China,34.565938,118.876986,24.802809,118.587293
LYG,China,KWE,China,34.565938,118.876986,26.544217,106.79598
LYG,China,XNN,China,34.565938,118.876986,36.527506,102.043002
LYG,China,ZUH,China,34.565938,118.876986,22.011788,113.370601
LYG,China,CTU,China,34.565938,118.876986,30.581134,103.956799
LYG,China,NGB,China,34.565938,118.876986,29.826696,121.462002
LYG,China,HYN,China,34.565938,118.876986,28.562224,121.428614
LYG,China,HET,China,34.565938,118.876986,40.854712,111.814157
LYG,China,HRB,China,34.565938,118.876986,45.620854,126.23644
LYG,China,LHW,China,34.565938,118.876986,36.509497,103.61756
LYG,China,XMN,China,34.565938,118.876986,24.543064,118.134178
LYG,China,FOC,China,34.565938,118.876986,25.931231,119.66923
LYG,China,XIY,China,34.565938,118.876986,34.438416,108.760946
LYG,China,DSN,China,34.565938,118.876986,39.496721,109.860527
LYG,China,KMG,China,34.565938,118.876986,25.101944,102.929167
LYI,China,CAN,China,35.047477,118.407068,23.387862,113.29734
LYI,China,CGQ,China,35.047477,118.407068,43.99611,125.68528
LYI,China,CSX,China,35.047477,118.407068,28.193336,113.214592
LYI,China,HRB,China,35.047477,118.407068,45.620854,126.23644
LYI,China,SZX,China,35.047477,118.407068,22.639444,113.810833
LYI,China,KHN,China,35.047477,118.407068,28.859902,115.907845
LYI,China,PVG,China,35.047477,118.407068,31.143333,121.805278
LYI,China,SHE,China,35.047477,118.407068,41.634992,123.485731
LYI,China,TFU,China,35.047477,118.407068,30.314195,104.44186
LYI,China,WUH,China,35.047477,118.407068,30.776789,114.217577
LYI,China,NNG,China,35.047477,118.407068,22.61321,108.167501
LYI,China,SWA,China,35.047477,118.407068,23.54944,116.510277
LYI,China,CKG,China,35.047477,118.407068,29.7192,106.641998
LYI,China,DLC,China,35.047477,118.407068,38.96102,121.539991
LYI,China,HGH,China,35.047477,118.407068,30.236934,120.432356
LYI,China,KMG,China,35.047477,118.407068,25.101944,102.929167
LYI,China,KWL,China,35.047477,118.407068,25.217585,110.046839
LYI,China,NGB,China,35.047477,118.407068,29.826696,121.462002
LYI,China,SHA,China,35.047477,118.407068,31.19779,121.333473
LYI,China,WNZ,China,35.047477,118.407068,27.91566,120.847381
LYI,China,XIY,China,35.047477,118.407068,34.438416,108.760946
LYI,China,HET,China,35.047477,118.407068,40.854712,111.814157
LYI,China,XNN,China,35.047477,118.407068,36.527506,102.043002
LYI,China,HSN,China,35.047477,118.407068,29.935258,122.356914
LYI,China,SYX,China,35.047477,118.407068,18.305276,109.40888
LYI,China,TYN,China,35.047477,118.407068,37.754996,112.62585
LYI,China,ZUH,China,35.047477,118.407068,22.011788,113.370601
LYI,China,INC,China,35.047477,118.407068,38.323031,106.388059
LYI,China,CTU,China,35.047477,118.407068,30.581134,103.956799
LYI,China,FOC,China,35.047477,118.407068,25.931231,119.66923
LYI,China,JJN,China,35.047477,118.407068,24.802809,118.587293
LYI,China,XMN,China,35.047477,118.407068,24.543064,118.134178
LYI,China,HKG,Hong Kong SAR,35.047477,118.407068,22.315248,113.93649
LYI,China,YNT,China,35.047477,118.407068,37.657222,120.987222
LYP,Pakistan,DXB,United Arab Emirates,31.363042,72.987572,25.256557,55.366071
LYP,Pakistan,SHJ,United Arab Emirates,31.363042,72.987572,25.320873,55.52029
LYP,Pakistan,BAH,Bahrain,31.363042,72.987572,26.269181,50.62605
LYP,Pakistan,KHI,Pakistan,31.363042,72.987572,24.899986,67.16828
LYP,Pakistan,AUH,United Arab Emirates,31.363042,72.987572,24.426912,54.645974
LYP,Pakistan,JED,Saudi Arabia,31.363042,72.987572,21.670232,39.150579
LYP,Pakistan,MCT,Oman,31.363042,72.987572,23.600739,58.284042
LYP,Pakistan,MED,Saudi Arabia,31.363042,72.987572,24.544369,39.698966
LZH,China,NKG,China,24.206155,109.398427,31.735737,118.86652
LZH,China,PVG,China,24.206155,109.398427,31.143333,121.805278
LZH,China,PEK,China,24.206155,109.398427,40.078538,116.587095
LZH,China,TFU,China,24.206155,109.398427,30.314195,104.44186
LZH,China,CKG,China,24.206155,109.398427,29.7192,106.641998
LZH,China,HAK,China,24.206155,109.398427,19.934877,110.45896
LZH,China,HGH,China,24.206155,109.398427,30.236934,120.432356
LZH,China,KMG,China,24.206155,109.398427,25.101944,102.929167
LZH,China,XMN,China,24.206155,109.398427,24.543064,118.134178
LZH,China,SZX,China,24.206155,109.398427,22.639444,113.810833
LZH,China,FOC,China,24.206155,109.398427,25.931231,119.66923
LZH,China,WUH,China,24.206155,109.398427,30.776789,114.217577
LZH,China,SWA,China,24.206155,109.398427,23.54944,116.510277
LZH,China,CGO,China,24.206155,109.398427,34.527519,113.840242
LZH,China,WNZ,China,24.206155,109.398427,27.91566,120.847381
LZH,China,HFE,China,24.206155,109.398427,31.992778,116.973333
LZN,Taiwan,TSA,Taiwan,26.159444,119.958333,25.062789,121.551924
LZN,Taiwan,RMQ,Taiwan,26.159444,119.958333,24.254755,120.601184
LZN,Taiwan,KHH,Taiwan,26.159444,119.958333,22.5725,120.345278
LZO,China,PKX,China,29.030556,105.46889,39.508611,116.410833
LZO,China,CAN,China,29.030556,105.46889,23.387862,113.29734
LZO,China,SZX,China,29.030556,105.46889,22.639444,113.810833
LZO,China,JHG,China,29.030556,105.46889,21.973422,100.766454
LZO,China,HGH,China,29.030556,105.46889,30.236934,120.432356
LZO,China,KMG,China,29.030556,105.46889,25.101944,102.929167
LZO,China,SHA,China,29.030556,105.46889,31.19779,121.333473
LZO,China,TNA,China,29.030556,105.46889,36.857689,117.206881
LZO,China,XIC,China,29.030556,105.46889,27.981922,102.187645
LZO,China,CGO,China,29.030556,105.46889,34.527519,113.840242
LZO,China,CSX,China,29.030556,105.46889,28.193336,113.214592
LZO,China,DLU,China,29.030556,105.46889,25.65135,100.323158
LZO,China,HAK,China,29.030556,105.46889,19.934877,110.45896
LZO,China,LJG,China,29.030556,105.46889,26.679975,100.245768
LZO,China,NKG,China,29.030556,105.46889,31.735737,118.86652
LZO,China,WNZ,China,29.030556,105.46889,27.91566,120.847381
LZO,China,XMN,China,29.030556,105.46889,24.543064,118.134178
LZO,China,SWA,China,29.030556,105.46889,23.54944,116.510277
LZO,China,XIY,China,29.030556,105.46889,34.438416,108.760946
LZO,China,ZUH,China,29.030556,105.46889,22.011788,113.370601
LZO,China,KHN,China,29.030556,105.46889,28.859902,115.907845
LZO,China,LXA,China,29.030556,105.46889,29.2978,90.911903
LZO,China,KWE,China,29.030556,105.46889,26.544217,106.79598
LZO,China,SJW,China,29.030556,105.46889,38.281868,114.692106
LZO,China,NGB,China,29.030556,105.46889,29.826696,121.462002
LZO,China,NNG,China,29.030556,105.46889,22.61321,108.167501
LZO,China,PEK,China,29.030556,105.46889,40.078538,116.587095
LZO,China,URC,China,29.030556,105.46889,43.90126,87.475148
LZO,China,SYX,China,29.030556,105.46889,18.305276,109.40888
LZO,China,HUZ,China,29.030556,105.46889,23.050418,114.596859
LZO,China,WUX,China,29.030556,105.46889,31.492889,120.424374
LZO,China,HET,China,29.030556,105.46889,40.854712,111.814157
LZO,China,LHW,China,29.030556,105.46889,36.509497,103.61756
LZO,China,WUH,China,29.030556,105.46889,30.776789,114.217577
LZO,China,XNN,China,29.030556,105.46889,36.527506,102.043002
LZO,China,ZHA,China,29.030556,105.46889,21.214727,110.362715
LZO,China,HFE,China,29.030556,105.46889,31.992778,116.973333
LZY,China,CTU,China,29.309076,94.335883,30.581134,103.956799
LZY,China,CKG,China,29.309076,94.335883,29.7192,106.641998
LZY,China,TFU,China,29.309076,94.335883,30.314195,104.44186
LZY,China,XIY,China,29.309076,94.335883,34.438416,108.760946
LZY,China,PEK,China,29.309076,94.335883,40.078538,116.587095
LZY,China,CAN,China,29.309076,94.335883,23.387862,113.29734
